Cause;111903;"Carencia de equipos para la transformación de los productos alimenticios tradicionales."
Cause;130784;"Recursos financieros limitados"
Problem;483;"ALTA INTERMEDIACIÓN  Y FALTA DE CULTURA EMPRESARIAL QUE CONLLEVA  A UNA BAJO PODER DE NEGOCIACIÓN"
Effect;1828;"Baja competitividad de los  pequeños productores del sector agrícola y pecuario"
Effect;1829;"Desconocimiento de los productores de entidades y organismos que acompañen los procesos de organización y comercializacion  instrumentos que facilitan el acceso al crédito agropecuario y a los Incentivos"
Cause;2479;"Altos costos en la búsqueda de mercados, y dificultades en el cumplimiento de normas para la venta de productos"
Cause;2480;"Dificultades para la venta de una oferta mínima y de calidades deficientes"
Cause;2481;"Desconocimiento de los productores de entidades y organismos que acompañen los procesos de organización y comercializacion  instrumentos que facilitan el acceso al crédito agropecuario y a los Incentivos"
Cause;2482;"Falta de constancia en las políticas y la dependencia de programas a corto plazo"
Cause;2483;"Insuficiente orientación y apoyo en el trámite de registros, empaques, valor agregado y calidad"
Cause;2484;"Insuficiente divulgación a los productores de los  instrumentos que facilitan el acceso a mercados institucionales, grandes superficies y red de tiendas"
Problem;585;"INCREMENTO EN LA INCIDENCIA DE EMERGENCIAS Y DESASTRES EN EL SECTOR AGROPECUARIO"
Effect;2370;"1. PERDIDA DE SUELOS E INCREMENTO DE LA EROSIÓN"
Effect;2371;"2. PERDIDAS ECONÓMICAS DELOS PRODUCTORES AGROPECUARIOS EN LOS 116 MUNICIPIOS DEL DEPARTAMENTO"
Effect;2373;"Productores agropecuarios en riesgo"
Effect;2374;"Incremento de la cartera en bancos y desmotivación de los productores agropecuarios"
Cause;3112;"1. PRACTICAS CULTURALES INADECUADAS DE MANEJO DE SUELOS, CUENCAS HIDROGRAFICAS"
Cause;3113;"2. NO HAY INCLUSIÓN DE LA POBLACIÓN EN EL DESARROLLO DE LA GESTIÓN INTEGRAL DEL RIESGO"
Cause;3114;"Buenas Practicas culturales implementadas en el manejo de suelos y cuencas hidrográficas"
Cause;3115;"Se previenen, preparan, atienden y mitigan las emergencias y desastres en el sector agropecuario"
Problem;475;"Deficientes condiciones socioeconómicas de la población rural  en acceso a factores productivos."
Effect;1773;"Dificultad en el acceso a programas estatales"
Effect;1774;"imposibilidad de acceso al sistema financiero dentro del programa de políticas agropecuarias"
Effect;1775;"Informalidad en la tenencia de la tierra"
Effect;1776;"Desarraigo del campo por problemas de legalización de predios"
Effect;1777;"No accede a recursos del sistema financiero"
Effect;1778;"Estancamiento competitivo"
Effect;1779;"Dificultad en  producción, competitividad y comercialización de la producción agropecuaria"
Effect;1780;"Baja disponibilidad de agua para los sistemas productivos"
Effect;1781;"Bajo acceso a los recursos del estado"
Effect;1782;"Incremento de la inseguridad alimentaria a nivel rural y urbano"
Effect;1783;"Bajo acceso a los programas institucionales de la SAN por parte de los productores rurales"
Effect;1784;"Deterioro calidad de vida de los habitantes Cundinamarqueses"
Cause;2422;"Informalidad en la tenencia de los predios rurales"
Cause;2423;"dificultades del productor para acceder al crédito, incentivos y al aseguramiento, impidiendo la ejecución de proyectos productivos competitivos."
Cause;2424;"Baja oferta de acciones  que permitan la disponibilidad del recurso hídrico para el sector"
Cause;2425;"desinformación en cuanto a procesos de legalización de la propiedad rural."
Cause;2426;"Falsa tradición en la tenencia de la tierra"
Cause;2427;"Dificultad por parte del pequeño productor en el cumplimiento de requisitos para acceder al sistema financiero agropecuario"
Cause;2428;"Baja capacidad en la disponibilidad de recursos técnicos y financieros para el mejoramiento de la productividad de los diferentes sistemas productivos agropecuarios del Departamento"
Cause;2429;"Desconocimiento  del manejo  eficiente del recurso hídrico"
Cause;2430;"Baja cultura de producción y diversificación  de alimentos de la canasta SAN."
Cause;2431;"Baja disponibilidad de recursos financieros"
Cause;2432;"Carencia en la implementación de las políticas de seguridad alimentaria por parte de los entes territoriales"
Cause;2433;"Desarraigo de la  cultura campesina que conlleva al abandono de las actividades agropecuarias y la  migración del campesino a las grandes ciudades."
Problem;283;"Alta informalidad en la tenencia de  predios rurales en la vereda La Montaña del municipio de Útica Cundinamarca."
Effect;1333;"Imposibilidad al acceso a programas estatales"
Effect;1334;"Desarraigo del campo por problemas de legalización de predios."
Effect;1336;"baja calidad de vida"
Effect;1337;"Baja produccion agropecuaria"
Cause;1164;"Falta de recursos para los procesos de formalizacion"
Cause;1177;"tramites juridicos demorados"
Problem;495;"BAJA  PRODUCTIVIDAD Y COMPETITIVIDAD DE LAS ESPECIES MENORES"
Effect;1885;"BAJA RENTABILIDAD DELOS SISTEMAS PRODUCTIVOS Y MICROEMPRESAS (BAJA PRODUCTIVIDAD DEL SECTOR)"
Effect;1886;"BAJOS INGRESOS DE LOS SISTEMAS PRODUCTIVOS Y MICROEMPRESAS"
Cause;2556;"FALTA DE MODERNIZACIÓN DE LOS SISTEMAS PRODUCTIVOS"
Cause;2557;"ESCASA TRANSFERENCIA DE TECNOLOGIA"
Cause;2562;"BAJA PARTICIPACIÓN EN PROCESOS DE CONSECUCIÓN DE RECURSOS PARA DESARROLLAR LOS SISTEMAS PRODUCTIVOS"
Cause;2563;"DEFICIENTE PARTICIPACIÓN EN LA ADOPCIÓN DE PROYECTOS RELACIONADOS CON LA IMPLEMENTACIÓN DE  BPP´s y BPM ( NORMATIVIDAD)"
Problem;2207;"Bajos indices en el sistema productivo porcicola que se traducen en bajos ingresos para la comunidad rural del municipio de Gahetà"
Effect;11421;"Ingresos familiares bajos"
Effect;11422;"Mala nutrición para las familias"
Cause;9161;"Deficiente cantidad de pie de cría en la zona"
Cause;9162;"Bajo asiganacion de incentivos para sistemas productivos procicolas"
Problem;1404;"Bajos ingresos para los pescadores artesanales, provenientes de la pesca, su actividad principal"
Effect;5829;"Deficientes condiciones económicas"
Effect;5830;"Pobreza y miseria"
Cause;5737;"Deficiente infraestructura para movilización de pescadores y captura de animales"
Cause;5738;"Disminución de las poblaciones pesqueras"
Cause;5739;"Uso de artes de pesca inadecuados"
Cause;5740;"Captura de los animales con tallas inadecuadas"
Cause;5741;"No se respetan las vedas de pesca"
Cause;5742;"No aplicación de la normatividad pesquera"
Cause;5751;"Contaminación del Río Grande de la Magdalena"
Cause;5760;"Deficiente acompañamiento técnico a los pescadores artesanales"
Problem;467;"ESCASA PARTICIPACION E INCLUSION  DE LAS MUJERES Y  JOVENES EN EL DESARROLLO DEL SECTOR AGROPECUARIO."
Effect;1739;"MIGRACION A LAS CIUDADES POR PARTE DE LAS MUJERES  RURALES"
Effect;1740;"PERDIDA DE CREDIBILIDAD EN LAS POLITICAS PUBLICAS RELACIONADAS CON LOS JOVENES RURALES"
Effect;1741;"DISMINUCION DE LA OFERTA ALIMENTARIA EN PUEBLOS Y CIUDADES"
Effect;1758;"INCREMENTO DE LOS CINTURORES DE MICERIA EN LAS CIUDADES"
Effect;1759;"FALTA DE UNA POLITICAS PARA INCENTIVAR  LA PARTICIPACION DE LOS  JOVENES"
Effect;1760;"INCREMENTO EN LOS COSTOS DE LA CANASTA FAMILIAR Y DEFICIT ALIMENTARIO"
Cause;2383;"LIMITADO ACCESO A OPORTUNIDADES GENERADORAS DE INGRESO PARA LAS MUJERES RURALES"
Cause;2384;"DEFICIENTE INFRAESTRUCTURA  AGROPECUARIA EN LAS EXPLOTACIONES DE LOS JOVENES RURALES"
Cause;2406;"AUSENCIA DE  EMPODERAMIENTO EN LA MUJER  RURAL"
Cause;2407;"BAJOS INGRESOS ECONOMICOS"
Problem;602;"INSUFICIENTE TRANSFERENCIA DE TECNOLOGÍA Y ADOPCIÓN DE LA MISMA POR PARTE DE LOS PEQUEÑOS Y MEDIANOS PRODUCTORES, PROFESIONALES Y TÉCNICOS DEL SECTOR AGROPECUARIO QUE BRINDAN ASISTENCIA TÉCNICA."
Effect;2455;"Baja rentabilidad de los sistemas productivos."
Effect;2456;"ELEVADOS COSTOS EN LA PRODUCCIÓN AGROPECUARIA."
Effect;2457;"OBSOLETAS PRACTICAS AGROPECUARIAS."
Effect;2458;"BAJO NIVEL DE INGRESOS DEL PRODUCTOR."
Effect;2459;"BAJA COMPETITIVIDAD DE LOS SISTEMAS PRODUCTIVOS."
Cause;3211;"BAJO NIVEL DE FORTALECIMIENTO DE LOS PROCESOS DE TRANSFERENCIA DE TECNOLOGÍA Y BAJA PRESTACIÓN DEL SERVICIO DE  ASISTENCIA TÉCNICA AGROPECUARIA."
Cause;3212;"INADECUADA IMPLEMENTACIÓN DE MODELOS DE INNOVACIÓN Y DESARROLLO TECNOLÓGICO."
Cause;3213;"INADECUADA INCORPORACIÓN DE  LA TECNOLOGÍA Y LA INNOVACIÓN EN LOS SISTEMAS PRODUCTIVOS."
Cause;3214;"FALTA DE PRODUCTIVIDAD EN PEQUEÑOS Y MEDIANOS PRODUCTORES DEBIDO AL CAMBIO CLIMÁTICO QUE SE PRESENTA EN EL DEPARTAMENTO."
Cause;3215;"INSUFICIENTE CAPACITACIÓN TECNOLÓGICA Y METODOLÓGICA DE LOS PROFESIONALES Y TÉCNICOS SECTORIALES."
Cause;3216;"ESCASOS PAQUETES TECNOLÓGICOS ACORDE A LOS SISTEMAS PRODUCTIVOS."
Cause;3217;"INEFICIENTE ARTICULACIÓN ENTRE ENTES GENERADORES DE TECNOLOGÍA Y PRODUCTORES."
Cause;3218;"DEFICIENTE  CAPACITACIÓN PARA GENERACIÓN DE CONDICIONES APROPIADAS EN EL DESARROLLO DEL SECTOR AGROPECUARIO."
Problem;;""
Problem;581;"BAJA DOTACIÓN DE MAQUINARIA,  EQUIPOS AGROPECUARIOS Y AGROINDUSTRIALES PARA LA MODERNIZACIÓN DEL SECTOR AGROPECUARIO EN EL DEPARTAMENTO DE CUNDINAMARCA"
Effect;2356;"BAJA COMPETITIVIDAD Y RENTABILIDAD DEL SECTOR AGROPECUARIO Y AGROINDUSTRIAL."
Effect;2357;"BAJA CALIDAD DE VIDA DE LOS PRODUCTORES Y TRANSFORMADORES DEL SECTOR"
Effect;2362;"FALTA DE CONFIANZA DE LOS CONSUMIDORES PARA ADQUIRIR UN PRODUCTO INOCUO"
Effect;2363;"BAJO ACCESO A MERCADOS A NIVEL LOCAL, REGIONAL, NACIONAL E INTERNACIONAL"
Cause;3091;"FALTA DE MODERNIZACIÓN DE LOS SISTEMAS PRODUCTIVOS PARA MEJORAR LAS CONDICIONES DE COMPETITIVIDAD Y PRODUCTIVIDAD DE LAS MINICADENAS"
Cause;3095;"FALTA DE MODERNIZACIÓN DE LOS SISTEMAS PRODUCTIVOS PARA MEJORAR LAS CONDICIONES DE COMPETITIVIDAD Y PRODUCTIVIDAD DE LAS CADENAS PECUARIAS"
Cause;3096;"FALTA DE MODERNIZACIÓN DE LOS SISTEMAS PRODUCTIVOS PARA MEJORAR LAS CONDICIONES DE COMPETITIVIDAD Y PRODUCTIVIDAD DE LAS CADENAS AGRÍCOLAS"
Cause;3097;"BAJA IMPLEMENTACIÓN DE MODELOS TECNOLÓGICOS DE CALIDAD Y ASISTENCIA TÉCNICA A LOS SISTEMAS PRODUCTIVOS"
Cause;3098;"BAJA DOTACIÓN DE  MAQUINARIA,   EQUIPOS  E INSUMOS PARA  LA PRODUCCIÓN PRIMARIA Y AGROINDUSTRIAL DE LAS MINICADENAS"
Cause;3099;"BAJA DOTACIÓN DE  MAQUINARIA,  EQUIPOS E INSUMOS   PARA  LA PRODUCCIÓN PRIMARIA Y AGROINDUSTRIAL DE LAS CADENAS PECUARIAS (panta de derivados lácteos y pasteurización, procesamiento de cárnicos y planta de beneficio animal)"
Cause;3100;"BAJA DOTACIÓN DE  MAQUINARIA,  EQUIPOS E INSUMOS   PARA  LA PRODUCCIÓN PRIMARIA Y AGROINDUSTRIAL DE LAS CADENAS AGRÍCOLAS"
Cause;3101;"POCO APOYO A PROCESOS DE CERITIFICACION DE CALIDAD O BPM  Y ASISTENCIA TECNICA PARA ELABORACION DE PRODUCTOS AGROPECUARIOS PRODUCCION PRIMARIA Y AGROINDUSTRIAL"
Problem;4986;"BAJA RENTABILIDAD Y SOSTENIBILIDAD DE PROCESOS AGROPECUARIOS IMPLEMENTADOS POR PEQUEÑOS Y MEDIANOS PRODUCTORES DEL SECTOR RURAL"
Effect;23583;"DIFICULTAD PARA EMPRENDER INICIATIVAS PRODUCTIVAS EN EL SECTOR RURAL"
Effect;23584;"MIGRACION DE LA POBLACION RURAL"
Cause;19134;"INSUFICIENTE APOYO PÚBLICO A LA ECONOMIA CAMPESINA"
Cause;19135;"BAJA OFERTA INSTITUCIONAL PARA PROYECTOS PRODUCTIVOS EN EL SECTOR RURAL"
Problem;31232;"CARENCIA DE TRANSPORTE DE CARGA  PARA PRODUCTOS AGROPECUARIOS RURALES EN EL MUNICIPIO DE TIBACUY"
Effect;111248;"Altos costos de transporte de carga"
Effect;111250;"-Perdida de productos -bajos precios de los productos"
Cause;105654;"Falta de medios de transporte de carga"
Cause;105655;"Poca oferta de vehículos para transporte de caga de productos alimenticios"
Problem;496;"BAJA  PRODUCTIVIDAD Y  COMPETITIVIDAD DEL SECTOR LACTEO Y CARNICO BOVINO"
Effect;1891;"BAJA RENTABILIDAD DE LOS SISTEMAS PRODUCTIVOS Y EMPRESARIAS"
Effect;1898;"FALTA DE CONFIANZA DE LOS CONSUMIDORES"
Effect;1899;"BAJA CALIDAD DE VIDA DE LOS PRODUCTORES Y EMPRESAS"
Effect;1900;"BAJO IMPACTO EN EL PIB POR ESTE RENGLON ECONOMICO"
Effect;1901;"DIFICULTAD DE ACCESO A MERCADOS A NIVEL LOCAL REGIONAL NACIONAL E INTERNACIONAL"
Effect;1902;"DEFICIENCIA EN LA COMERCIALIZACIÓN DE PRODUCTOS"
Cause;2564;"INADECUADO MODELO TECNOLOGICO DE PRODUCCION"
Cause;2571;"BAJA CALIDAD HIGIENICA, COMPOSICIONAL Y SANITARIA DE LA LECHE Y CARNE"
Cause;2593;"FALTA DE MODERNIZACION DEL SECTOR EN RED DE FRIO, CENTROS DE TRANSFORMACION, PLANTAS DE BENEFICIO ANIMAL Y LABORATORIOS DE REFERENCIA"
Cause;2594;"ESCASA IMPLEMENTACION DE MODELOS TECNOLOGICOS PROBADOS  E INVESTIGACION DEFICIENTE PARA EL MEJORAMIENTO PRODUCTIVO."
Cause;2600;"FALTA DE TRANSFERENCIA DE TECNOLOGIA"
Cause;2601;"BAJA ADOPCION DE BPG´S , BPA, BPM Y NORMATIVIDAD VIGENTE DEL SECTOR."
Cause;2602;"FALTA DE DOTACIÓN DE MAQUINARIA Y EQUIPOS DEL SECTOR"
Cause;2614;"FALTA DE APOYO EN LA IMPLEMENTACIÓN DE MODELOS DE INVESTIGACIÓN E IMPULSO A MODELOS PROBADOS"
Cause;2615;"ESCASA PRESENTACIÓN DE PROYECTOS A CONVOCATORIAS NACIONALES E INTERNACIONALES"
Cause;2616;"FALTA DE INTERÉS DE LA COMUNIDAD PARA PRESENTAR PROYECTOS O DESCONOCIMIENTO"
Problem;24145;"BAJA CALIDAD DE LAS CARNES Y SUBPRODUCTOS DEBIDO PROCESO DE ALMACENAMIENTO DE EN CANAL."
Effect;90153;"Deficientes condiciones de inocuidad de la carne comercializada para consumo humano"
Effect;90154;"Aumento de enfermedades transmitidas por alimentos"
Effect;133877;"Menor competitividad de los productores de carne"
Effect;133878;"Incumplimiento de la normatividad"
Effect;133879;"Bajos niveles de desarrollo del municipio"
Effect;133880;"Aumento en la probabilidad de cierres y sanciones por incumplimiento"
Cause;83274;"Inadecuadas instalaciones para el beneficio y conservación de carnes"
Cause;85827;"Falta dotación de sistema de refrigeración de canales y subproductos"
Cause;127167;"Incumplimiento de la normatividad vigente en infraestructura"
Problem;46799;"Prácticas de alimentación animal inadecuados para afrontar los actuales cambios climáticos que afectan los pastizales para la explotacion ganadera en el municipio de Gachetá Cundinamarca"
Effect;169020;"Baja oferta forrajera para los animales y deterioro del suelo y de las pasturas"
Effect;169021;"Disminución de ingresos"
Cause;160220;"Implementación de las prácticas agrícolas y de pastoreo inadecuadas"
Cause;160221;"Desconocimiento de las diferentes alternativas forrajeras y de conservación de los mismos que le permitan mitigar el efecto del cambio climático sobre su explotación"
Problem;356;"DÉFICIT DE INFORMACIÓN EN EL SECTOR AGROPECUARIO E INSTRUMENTOS DE PLANIFICACIÓN DESACTUALIZADOS Y POCO CONFIABLES"
Effect;1248;"NO SE CONOCE EL NUMERO DE PRODUCTORES AGROPECUARIOS EN EL DEPARTAMENTO"
Effect;1249;"LAS INFORMACIÓN  QUE EXISTE TIENE UN  MARGEN DE ERROR MUY ALTO"
Effect;1250;"DEFICIENCIAS EN LA FORMULACIÓN DE PLANES PROGRAMAS Y PROYECTOS"
Effect;1251;"DEFICIENTES SOPORTES TÉCNICOS PARA LA PLANIFICACIÓN"
Effect;1252;"EL ESTUDIO DE USO ACTUAL Y COBERTURA VEGETAL DEL SUELO Y CONFLICTO POR USO ESTA DESACTUALIZADO"
Effect;1253;"UN SISTEMA DE INFORMACIÓN DEL SECTOR AGROPECUARIO OBSOLETO"
Effect;1254;"NO SE ESPECIALIZA LA PRODUCCIÓN DE ACUERDO CON LAS CONDICIONES AGROECOLOGICAS"
Effect;1255;"BAJA PRODUCTIVIDAD Y COMPETITIVIDAD  DE LA OFERTAS DEL SECTOR"
Cause;1727;"LA INFORMACIÓN RECOLECTADA POR LOS MUNICIPIOS ES DEFICIENTE Y CON ALTOS MARGENES DE ERROR Y NO CUENTAN CON INFORMACIÓN DE PRODUCTORES AGROPECUARIOS"
Cause;1728;"EXISTE DESCONFIANZA POR PARTE DE LOS PRODUCTORES PARA LA ENTREGA  DE INFORMACIÓN DEL SECTOR"
Cause;1729;"MAL USO DEL SUELO Y DESACTUALIZACION EN LOS MAPAS DE CONFLICTO DE USO DEL SUELO POR NO CONTAR CON HERRAMIENTAS DE PLANIFICACION"
Cause;1731;"ÁREAS DE PRODUCCION NO COMPATIBLES CON LA OFERTA AMBIENTAL"
Problem;591;"INSUFICIENTE INFRAESTRUCTURA PARA LA PRODUCCIÓN, TRANSFORMACIÓN, COMERCIALIZACIÓN Y DISTRIBUCIÓN EN EL DEPARTAMENTO DE CUNDINAMARCA"
Effect;2397;"ALTOS COSTOS DE PRODUCCIÓN"
Effect;2398;"ALTA INCIDENCIA DE LA CADENA DE INTERMEDIACIÓN"
Effect;2402;"RELACIÓN COSTO - BENEFICIO 0.5"
Cause;3149;"FALTA DE ÁREAS FÍSICAS DE PRODUCTIVIDAD Y TRANSFORMACIÓN DEL SECTOR PRODUCTIVO"
Cause;3150;"FALTA DE ÁREAS FÍSICAS DE DISTRIBUCIÓN Y COMERCIALIZACIÓN DEL SECTOR PRODUCTIVO"
Cause;3151;"PRODUCCIÓN PRIMARIA SIN GENERACIÓN DE VALOR AGREGADO"
Cause;3152;"BAJO DESARROLLO EN CANALES DE COMERCIALIZACION"
Problem;2957;"La actividad comercial de compra venta de abarrotes, comida, vivieres, carnes, frutas, verduras, entre otros, está afectada por diversas circunstancias que hacen que los consumidores desistan en visitar la zona de mercado debido a que las instalaciones de la plaza de mercado actualmente no cuentan con la infraestructura necesario para realizar la comercialización de los productos de la región."
Effect;15257;"Los comerciantes no cuentan con instalaciones suficientes para conservar sus productos adecuadamente"
Effect;15258;"Desvalorización de los inmuebles cercanos a la zona de mercados"
Cause;12099;"Desorden generalizado en la actividad de compra venta"
Cause;12100;"Informalidad de los comerciantes"
Problem;994;"CARENCIA DE INFRAESTRUCTURA LOGÍSTICA PARA LA COMPETITIVIDAD DE LA PLAZA DE MERCADO DEL CASCO URBANO DEL MUNICIPIO DE YACOPI, CUNDINAMARCA"
Effect;4318;"BAJA COMERCIALIZACION DE PRODUSTOS"
Effect;4319;"PERDIDA DE COSECHAS"
Cause;4085;"FALTA DE RECURSOS ECONOMICOS"
Cause;4086;"CONSTRUCCIÓN INADECUADA"
Cause;4087;"DESEMPLEO"
Cause;4088;"PERDIDAS ECONOMICAS"
Problem;1241;"BAJO CRECIMIENTO Y DESARROLLO ECONÓMICO DEL SECTOR AGROINDUSTRIAL EN LA REGIÓN DEL SUMAPAZ"
Effect;5159;"DISMINUCIÓN DE LA CAPACIDAD DE PRODUCCIÓN EN EL SECTOR RURAL"
Effect;5160;"AUMENTO DE LA TASA DE DESEMPLEO A NIVEL LOCAL"
Effect;5161;"PERDIDA DE CANALES DE COMERCIALIZACION"
Effect;5162;"AUMENTO DEL ÍNDICE DE NECESIDADES BÁSICAS INSATISFECHAS EN EL SECTOR RURAL"
Cause;4876;"FALTA DE ESPACIOS FISICOS QUE BRINDEN ALTERNATIVAS DE COMERCIALIZACION"
Cause;4878;"FALTA DE RECURSOS POR PARTE DE LOS MUNICIPIOS PARA INVERTIR EN EL SECTOR AGROPECUARIO"
Problem;1030;"Baja calidad de vida de los campesinos por la falta de infraestructura donde puedan comercializar sus productos."
Effect;4423;"Bajos ingresos de campesinos y perdida de alimentos"
Effect;4424;"Desmotivacion por las labores agricolas"
Cause;4178;"Falta de inversion en el sector"
Cause;4179;"Ausencia de convenios con la gobernacion para el sector"
Problem;3240;"ALTO RIESGO SANITARIO Y AMBIENTAL EN LA COMERCIALIZACIÓN DE ESTOS PRODUCTOS AGROPECUARIOS EN EL MUNICIPIO"
Effect;16442;"Afectación del paisaje urbano"
Effect;16443;"Desvalorización de los inmuebles vecinos en la zona"
Effect;16444;"Deterioro de la imagen favorable del municipio"
Cause;13391;"DETERIORO FISICO DEL ESTADO DE LA PLAZA DE MERCADO"
Cause;13392;"BAJO INDICE DE INTERVENCION DEL ESTADO EN EL MEJORAMIENTO Y MANTENIMIENTO DE LA PLAZA MERCADO"
Problem;994;"CARENCIA DE INFRAESTRUCTURA LOGÍSTICA PARA LA COMPETITIVIDAD DE LA PLAZA DE MERCADO DEL CASCO URBANO DEL MUNICIPIO DE YACOPI, CUNDINAMARCA"
Effect;4318;"BAJA COMERCIALIZACION DE PRODUSTOS"
Effect;4319;"PERDIDA DE COSECHAS"
Cause;4085;"FALTA DE RECURSOS ECONOMICOS"
Cause;4086;"CONSTRUCCIÓN INADECUADA"
Cause;4087;"DESEMPLEO"
Cause;4088;"PERDIDAS ECONOMICAS"
Problem;60660;"Dificultad de producción en la central homogenizadora de mieles para el procesamiento de panela en el Municipio de Utica"
Effect;221282;"Baja Calidad del producto"
Effect;221283;"Mal Pago del producto"
Cause;208936;"Intervenir la infraestructura para la producción y trasformación"
Cause;208938;"Incremento de los costos en la obra"
Problem;484;"BAJOS NIVELES DE  PRODUCTIVIDAD Y COMPETITIVDAD EN EL DEPARTAMENTO DE CUNDINAMARCA"
Effect;1830;"CULTURA DE AGRICULTURA TRADICIONAL EN PEQUEÑOS PRODUCTORES"
Effect;1831;"ALTOS COSTOS DE PRODUCCION"
Cause;2485;"DEFICIENTE PRODUCTIVIDAD Y COMPETITIVIDAD DE LA CADENA DE CACAO"
Cause;2486;"DEFICIENTE PRODUCTIVIDAD Y COMPETITIVIDAD DEL CULTIVO DE CAFE"
Cause;2487;"Deficiente manejo agronomico en los cultivos"
Cause;2488;"Deficiente manejo agronomico en los cultivos"
Cause;2519;"DEFICIENTE PRODUCTIVIDAD Y COMPETITIVIDAD DEL CULTIVO DE CAUCHO"
Cause;2520;"Deficiente manejo agronomico en los cultivos"
Cause;2521;"DEFICIENTE PRODUCTIVIDAD Y COMPETITIVIDAD DEL CULTIVO DE HORTALIZAS"
Cause;2522;"Deficiente manejo agronomico en los cultivos"
Cause;2524;"DEFICIENTE PRODUCTIVIDAD Y COMPETITIVIDAD DEL CULTIVO DE FRUTALES"
Cause;2525;"Deficiente manejo agronomico en los cultivos"
Cause;2526;"DEFICIENTE PRODUCTIVIDAD Y COMPETITIVIDAD DEL CULTIVO DE AROMATICAS"
Cause;2527;"Deficiente manejo agronomico en los cultivos"
Cause;2534;"DEFICIENTE PRODUCTIVIDAD Y COMPETITIVIDAD DEL CULTIVO DE PAPA"
Cause;2535;"DEFICIENTE PRODUCTIVIDAD Y COMPETITIVIDAD DEL CULTIVO CAÑA PANELERA"
Cause;2536;"DEFICIENTE PRODUCTIVIDAD Y COMPETITIVIDAD DE LOS CULTIVOS DE PASTOS Y FORRAJES"
Cause;2537;"Deficiente manejo agronomico en los cultivos"
Cause;2538;"Deficiente manejo agronomico en los cultivos"
Cause;2539;"Deficiente manejo agronomico en los cultivos"
Cause;2548;"DEFICIENTE PRODUCTIVIDAD Y COMPETITIVIDAD DE LOS CULTIVOS PROMISORIOS"
Cause;2549;"Deficiente manejo agronomico en los cultivos"
Cause;2937;"BAJO ACCESOS  DE RECURSOS ANTE ENTIDADES PUBLICAS-PRIVADAS-MIXTAS"
Cause;2938;"BAJA EJECUCION DE RECURSOS"
Problem;572;"AUSENCIA DE INTEGRALIDAD EN LA INTERVENCIÓN ESTATAL EN TERRITORIOS RURALES DEL DEPARTAMENTO."
Effect;2307;"BAJOS INGRESOS POR BAJO POTENCIAL PRODUCTIVO Y DETERIORO AMBIENTAL"
Effect;2308;"AUSENCIA DE ALTERNATIVAS PRODUCTIVAS, DE INFRAESTRUCTURA Y DE VIVIENDA QUE PERMI"
Effect;2309;"INCREMENTO EN LOS NIVELES DE POBREZA MULTIDIMENSIONAL"
